"id_del_pedido","id_del_producto","id_posicion","id_del_cliente","id_dir_cliente","ventas","cantidad","descuento","ganancia","valoracion"
"CU-2022-114741","OFF-ST-10000078-1",3,"NV-15100","DIR-2",1325.85,5,0,238.653,4
"MX-2022-144806","OFF-ST-10004804-1",5,"PL-14425","DIR-3",247.104,6,0.2,-58.6872,5
"NI-2022-127040","TEC-AC-10002637-1",4,"AF-20605","DIR-3",1619.91,9,0,97.1945999999999,2
"MX-2022-156104","TEC-CO-10002095-1",1,"BS-18685","DIR-2",999.98,2,0,449.991,5
"SV-2022-143490","TEC-PH-10000576-1",2,"HC-18325","DIR-3",219.184,2,0.2,19.1786,2
"BR-2022-131884","TEC-PH-10001578-1",3,"LR-13375","DIR-4",485.94,2,0.4,-89.0890000000001,1
"CL-2022-153752","TEC-PH-10001615-1",1,"VL-19780","DIR-7",173.94,6,0,50.4426,4
"HN-2022-134894","FUR-CH-10002647-1",1,"RM-12985","DIR-3",283.92,4,0,70.98,3
"MX-2022-135272","FUR-FU-10002759-1",1,"HS-17830","DIR-2",79.92,4,0,28.7712,3
"HN-2022-134894","OFF-AP-10001271-1",2,"RM-12985","DIR-3",152.94,3,0,41.2938,5
"NI-2022-165050","OFF-BI-10001031-1",1,"NJ-10210","DIR-6",21.36,5,0.2,7.209,5
"NI-2022-165050","OFF-BI-10003727-1",2,"NJ-10210","DIR-6",6.688,2,0.2,2.3408,3
"DO-2022-130736","OFF-FA-10003467-1",1,"AV-15490","DIR-2",3.96,2,0,0,1
"DO-2022-130736","OFF-LA-10000634-1",2,"AV-15490","DIR-2",2.61,1,0,1.2006,2
"MX-2022-120957","OFF-PA-10003953-1",1,"CC-16690","DIR-3",12.96,2,0,6.2208,3
"NI-2022-165050","TEC-PH-10001336-1",3,"NJ-10210","DIR-6",773.94,6,0,224.4426,5
"GT-2022-135622","OFF-PA-10000100-1",1,"MS-21460","DIR-2",360.712,11,0.2,130.7581,4
"BR-2022-156118","OFF-PA-10000533-1",1,"CD-14965","DIR-9",15.696,3,0.2,5.1012,4
"MX-2022-129532","OFF-ST-10004186-1",1,"FL-21880","DIR-6",221.96,2,0,4.4392,1
"MX-2022-129532","TEC-AC-10000865-1",2,"FL-21880","DIR-6",236,4,0,40.12,1
"GT-2022-135622","TEC-PH-10001817-1",2,"MS-21460","DIR-2",1718.4,6,0.2,150.36,4
"GT-2022-103205","TEC-PH-10004896-1",1,"AG-15760","DIR-1",119.96,5,0.2,11.996,4
"CU-2022-157035","OFF-PA-10004156-1",1,"PA-16600","DIR-1",34.02,3,0,16.6698,2
"MX-2022-138093","FUR-CH-10000785-1",1,"KM-16225","DIR-4",542.94,3,0,141.1644,3
"MX-2022-121650","FUR-CH-10004289-1",1,"EC-16495","DIR-7",191.96,2,0,32.6332,2
"MX-2022-121650","FUR-TA-10003569-1",2,"EC-16495","DIR-7",801.96,2,0,200.49,1
"BR-2022-106208","OFF-AP-10004980-1",1,"AB-16075","DIR-3",53.088,7,0.8,-108.8304,3
"MX-2022-138093","OFF-AR-10000817-1",2,"KM-16225","DIR-4",27.36,9,0,9.3024,5
"MX-2022-121650","OFF-AR-10001149-1",3,"EC-16495","DIR-7",3.9,2,0,1.521,2
"CU-2022-168732","OFF-AR-10003087-1",1,"DC-16660","DIR-1",1.78,1,0,0.4984,5
"MX-2022-115693","OFF-AR-10003582-1",1,"HC-14245","DIR-2",56.3,2,0,15.764,2
"MX-2022-121650","OFF-LA-10001045-1",4,"EC-16495","DIR-7",2.61,1,0,1.2006,1
"SV-2022-127502","OFF-LA-10001613-1",1,"NA-17815","DIR-1",5.76,2,0,2.8224,4
"NI-2022-143105","OFF-LA-10004093-1",1,"JC-17560","DIR-4",7.31,1,0,3.4357,3
"MX-2022-138093","OFF-PA-10000143-1",3,"KM-16225","DIR-4",26.4,5,0,12.672,3
"CU-2022-168732","OFF-PA-10000520-1",2,"DC-16660","DIR-1",25.92,4,0,12.4416,3
"MX-2022-138093","OFF-PA-10001509-1",4,"KM-16225","DIR-4",44.75,5,0,20.585,4
"NI-2022-143105","OFF-PA-10002254-1",2,"JC-17560","DIR-4",184.66,7,0,84.9436,4
"NI-2022-143105","OFF-PA-10002713-1",3,"JC-17560","DIR-4",41.28,6,0,18.9888,3
"CU-2022-168732","TEC-AC-10001553-1",3,"DC-16660","DIR-1",101.94,6,0,21.4074,3
"DO-2022-112823","TEC-AC-10002550-1",1,"CV-19945","DIR-2",25.488,2,0.2,4.4604,5
"NI-2022-143105","TEC-CO-10002095-1",4,"JC-17560","DIR-4",799.984,2,0.2,249.995,4
"MX-2022-138093","TEC-PH-10004667-1",5,"KM-16225","DIR-4",134.99,1,0,36.4473,5
"BR-2022-104346","FUR-BO-10003450-1",1,"TF-15070","DIR-7",69.576,4,0.7,-143.7904,4
"BR-2022-104346","FUR-FU-10001473-1",2,"TF-15070","DIR-7",54.92,5,0.2,10.984,4
"BR-2022-104346","FUR-FU-10002456-1",3,"TF-15070","DIR-7",52.416,9,0.2,15.0696,5
"BR-2022-104346","FUR-TA-10000849-1",4,"TF-15070","DIR-7",364.95,5,0.5,-248.166,5
"BR-2022-104346","OFF-AR-10001473-1",5,"TF-15070","DIR-7",13.12,5,0.2,1.148,5
"BR-2022-104346","OFF-AR-10001545-1",6,"TF-15070","DIR-7",4.224,3,0.2,0.4752,3
"MX-2022-120572","OFF-BI-10001098-1",1,"PL-14425","DIR-2",12.828,2,0.7,-8.9796,2
"BR-2022-106362","OFF-BI-10003166-1",1,"ES-16885","DIR-8",10.332,3,0.7,-7.5768,2
"BR-2022-134082","OFF-BI-10004230-1",1,"SP-15640","DIR-7",110.528,4,0.2,38.6848,2
"AR-2022-135853","OFF-BI-10004965-1",1,"MC-12775","DIR-4",23,2,0,10.35,4
"AR-2022-150560","OFF-LA-10003930-1",1,"MA-20455","DIR-7",196.62,2,0,96.3438,5
"BR-2022-104346","OFF-PA-10001166-1",7,"TF-15070","DIR-7",85.056,3,0.2,28.7064,3
"BR-2022-104346","OFF-PA-10003256-1",8,"TF-15070","DIR-7",27.696,3,0.2,9.6936,4
"GT-2022-155761","OFF-ST-10000943-1",1,"AB-20800","DIR-1",46.344,3,0.2,4.6344,3
"GT-2022-155761","TEC-AC-10001606-1",2,"AB-20800","DIR-1",159.984,2,0.2,35.9964,5
"BR-2022-104346","TEC-AC-10004396-1",9,"TF-15070","DIR-7",58.08,4,0.2,-6.534,4
"AR-2022-135853","TEC-AC-10004761-1",2,"MC-12775","DIR-4",175.23,11,0,61.3305,3
"AR-2022-135853","TEC-PH-10003691-1",3,"MC-12775","DIR-4",125.99,1,0,31.4975,4
"BR-2022-154620","FUR-CH-10004675-1",1,"DT-17110","DIR-6",348.928,2,0.2,34.8928,2
"DO-2022-134075","FUR-FU-10004597-1",1,"SC-14905","DIR-1",166.5,3,0,21.645,1
"BR-2022-155586","OFF-AR-10001547-1",1,"AH-21865","DIR-7",2.21,1,0,0.5967,3
"MX-2022-129042","OFF-AR-10001662-1",1,"HG-13960","DIR-4",8.22,3,0,2.2194,3
"SV-2022-145065","OFF-BI-10002437-1",1,"LR-13375","DIR-2",24.448,2,0.2,8.8624,3
"BR-2022-155586","OFF-EN-10003072-1",2,"AH-21865","DIR-7",15.52,4,0,7.4496,2
"SV-2022-145065","OFF-FA-10001229-1",2,"LR-13375","DIR-2",7.86,2,0,3.6156,1
"BR-2022-155586","OFF-PA-10000726-1",3,"AH-21865","DIR-7",36.44,4,0,16.398,4
"BO-2022-127481","OFF-PA-10002036-1",1,"PL-15895","DIR-6",32.4,5,0,15.876,4
"BO-2022-127481","OFF-PA-10002377-2",2,"PL-15895","DIR-6",97.88,2,0,48.94,3
"DO-2022-134075","OFF-ST-10001496-1",2,"SC-14905","DIR-1",360.38,2,0,93.6988,1
"MX-2022-110870","OFF-SU-10001225-1",1,"GV-16270","DIR-4",25.76,7,0,0.515199999999999,1
"MX-2022-167220","TEC-AC-10002018-1",1,"HO-15925","DIR-2",22.368,4,0.2,6.4308,1
"MX-2022-110870","TEC-AC-10002926-1",2,"GV-16270","DIR-4",299.94,6,0,128.9742,2
"GT-2022-155586","OFF-AR-10001547-1",1,"AH-21865","DIR-2",15.52,4,0,7.4496,5
"GT-2022-155586","OFF-EN-10003072-1",2,"AH-21865","DIR-2",36.44,4,0,16.398,5
"GT-2022-155586","OFF-PA-10000726-1",3,"AH-21865","DIR-2",22.368,4,0.2,6.4308,4
"MX-2022-148250","OFF-AP-10003040-1",1,"CM-19270","DIR-4",134.48,4,0,34.9648,3
"AR-2022-157770","OFF-BI-10000050-1",1,"CR-19585","DIR-5",29.2,5,0.2,9.855,3
"CO-2022-139962","OFF-BI-10004738-1",1,"OM-13240","DIR-9",37.88,2,0,18.94,4
"MX-2022-125423","OFF-LA-10001771-1",1,"LB-17575","DIR-5",9.96,2,0,4.5816,1
"MX-2022-148250","OFF-PA-10000289-1",2,"CM-19270","DIR-4",12.96,2,0,6.2208,1
"CO-2022-139962","OFF-PA-10004451-1",2,"OM-13240","DIR-9",19.44,3,0,9.3312,5
"AR-2022-157770","TEC-AC-10001552-1",2,"CR-19585","DIR-5",248.85,5,0,27.3735,4
"AR-2022-157770","TEC-AC-10003399-1",3,"CR-19585","DIR-5",36.24,1,0,15.2208,2
"AR-2022-157770","TEC-PH-10001530-2",4,"CR-19585","DIR-5",494.376,3,0.2,49.4376,4
"MX-2022-130253","FUR-FU-10002963-1",1,"SM-18955","DIR-6",15.24,3,0,5.1816,1
"MX-2022-125066","FUR-FU-10003829-1",1,"EC-16495","DIR-5",6.16,2,0,1.9712,4
"BR-2022-114048","FUR-FU-10004351-1",1,"EH-13945","DIR-6",29.22,3,0,12.8568,2
"MX-2022-141593","FUR-TA-10002622-1",1,"FH-12970","DIR-3",273.568,2,0.2,10.2588,2
"MX-2022-125066","OFF-AR-10003582-1",2,"EC-16495","DIR-5",56.3,2,0,15.764,2
"MX-2022-141593","OFF-BI-10000948-1",2,"FH-12970","DIR-3",34.248,3,0.2,11.5587,1
"MX-2022-141593","OFF-BI-10001153-1",3,"FH-12970","DIR-3",55.264,2,0.2,20.724,2
"SV-2022-146696","OFF-BI-10002432-1",1,"MA-19480","DIR-2",8.096,2,0.2,2.7324,1
"CU-2022-119592","OFF-BI-10004187-1",1,"FV-18280","DIR-1",3.76,2,0,1.8048,2
"MX-2022-141593","OFF-PA-10004983-1",4,"FH-12970","DIR-3",6.48,1,0,3.1104,1
"MX-2022-126347","TEC-AC-10003063-1",1,"MM-10945","DIR-3",50,2,0,10.5,2
"DO-2022-123232","TEC-PH-10001051-1",1,"AG-13630","DIR-1",319.968,4,0.2,35.9964,2
"MX-2022-147830","FUR-FU-10004091-2",1,"NF-18385","DIR-3",262.864,7,0.2,69.0018,3
"DO-2022-109638","OFF-AP-10002472-1",1,"LS-15985","DIR-1",103.92,4,0,36.372,4
"NI-2022-137225","OFF-AR-10001940-1",1,"SP-15640","DIR-5",3.28,1,0,1.4104,3
"DO-2022-109638","OFF-BI-10001098-1",2,"LS-15985","DIR-1",51.312,3,0.2,18.6006,5
"MX-2022-147830","TEC-AC-10002049-2",2,"NF-18385","DIR-3",2025.36,6,0.2,607.608,1
"DO-2022-109638","TEC-AC-10004571-1",3,"LS-15985","DIR-1",899.91,9,0,377.9622,3
"MX-2022-147830","TEC-MA-10000418-1",3,"NF-18385","DIR-3",1799.994,2,0.7,-2639.9912,2
"BR-2022-150308","TEC-PH-10001433-1",1,"MT-19525","DIR-5",246.168,3,0.2,21.5397,4
"MX-2022-147830","TEC-PH-10004908-1",4,"NF-18385","DIR-3",101.988,2,0.4,-16.998,1
"DO-2022-162544","OFF-PA-10004948-1",1,"AG-20080","DIR-1",4.98,1,0,2.3406,2
"AR-2022-138121","FUR-CH-10003817-1",1,"MN-15835","DIR-8",546.66,9,0,136.665,4
"AR-2022-138121","FUR-CH-10003846-1",2,"MN-15835","DIR-8",302.94,3,0,48.4704,2
"AR-2022-138121","FUR-CH-10004875-1",3,"MN-15835","DIR-8",142.36,2,0,38.4372,2
"BR-2022-129637","FUR-FU-10000965-1",1,"CV-18100","DIR-6",41.552,2,0.6,-19.7372,4
"AR-2022-138121","FUR-FU-10002116-1",4,"MN-15835","DIR-8",212.13,3,0,14.8491,4
"MX-2022-134117","OFF-AR-10001940-1",1,"DS-18895","DIR-5",16.4,5,0,7.052,2
"BR-2022-129637","OFF-AR-10003829-1",2,"CV-18100","DIR-6",13.12,5,0.2,1.476,3
"MX-2022-134117","OFF-AR-10003903-1",2,"DS-18895","DIR-5",204.85,5,0,53.261,4
"AR-2022-138121","OFF-BI-10000320-1",5,"MN-15835","DIR-8",29.52,4,0,14.4648,5
"MX-2022-134117","OFF-BI-10002026-1",3,"DS-18895","DIR-5",92.96,2,0.2,31.374,1
"BR-2022-129637","OFF-ST-10003716-1",3,"CV-18100","DIR-6",180.016,1,0.2,-15.7514,3
"MX-2022-134117","TEC-PH-10004908-1",4,"DS-18895","DIR-5",135.984,2,0.2,16.998,3
"CU-2022-153038","FUR-FU-10000221-1",1,"AC-19645","DIR-1",20.32,5,0.2,3.556,3
"HN-2022-107468","OFF-AR-10000634-1",1,"LV-17905","DIR-4",6.848,2,0.2,0.5992,4
"CU-2022-153038","OFF-EN-10000461-1",2,"AC-19645","DIR-1",55.936,8,0.2,18.8784,5
"CU-2022-153038","OFF-LA-10004008-1",3,"AC-19645","DIR-1",18.432,8,0.2,5.9904,3
"DO-2022-137533","OFF-PA-10003441-1",1,"SP-15640","DIR-2",20.736,4,0.2,7.2576,3
"EC-2022-120161","OFF-ST-10001809-1",1,"TO-17065","DIR-5",646.776,9,0.2,-145.5246,3
"NI-2022-137960","TEC-AC-10002253-1",1,"GG-18220","DIR-4",166.24,1,0,24.936,4
"MX-2022-134558","FUR-TA-10003473-1",1,"IC-19135","DIR-2",1053.164,4,0.3,-105.3164,5
"HN-2022-127453","OFF-AP-10000828-1",1,"SG-15370","DIR-4",434.352,3,0.2,43.4352,3
"HN-2022-127453","OFF-AP-10002906-1",2,"SG-15370","DIR-4",3.552,2,0.2,0.444,4
"HN-2022-127453","OFF-AP-10003860-1",3,"SG-15370","DIR-4",88.832,4,0.2,7.7728,3
"GT-2022-100685","OFF-BI-10003094-1",1,"CO-20950","DIR-2",7.04,2,0,3.3088,3
"GT-2022-100685","OFF-FA-10003472-1",2,"CO-20950","DIR-2",5.04,4,0,0.2016,3
"HN-2022-115399","OFF-LA-10003190-1",1,"IL-10900","DIR-2",6.912,3,0.2,2.5056,3
"MX-2022-134558","OFF-PA-10001184-1",2,"IC-19135","DIR-2",29.9,5,0,14.651,2
"GT-2022-100685","OFF-PA-10001289-1",3,"CO-20950","DIR-2",116.28,3,0,56.9772,4
"MX-2022-157084","TEC-AC-10002049-2",1,"HC-15160","DIR-5",1265.85,3,0,556.974,1
"MX-2022-134558","TEC-AC-10004145-1",3,"IC-19135","DIR-2",2249.91,9,0,517.4793,5
"BR-2022-109113","TEC-AC-10004761-1",1,"AB-13795","DIR-3",25.488,2,0.2,4.779,1
"BR-2022-110261","TEC-PH-10001750-1",1,"AB-18880","DIR-5",158.376,3,0.2,13.8579,3
"MX-2022-157084","TEC-PH-10002922-1",2,"HC-15160","DIR-5",675.96,5,0.2,84.4949999999999,2
"BR-2022-123218","FUR-BO-10003966-1",1,"MR-16345","DIR-4",359.058,3,0.3,-71.8116,3
"CO-2022-154795","FUR-FU-10002088-1",1,"EM-14470","DIR-7",14.368,2,0.2,3.9512,3
"CL-2022-158148","OFF-AP-10003281-1",1,"DS-15865","DIR-6",36.27,3,0,10.881,3
"CO-2022-154795","OFF-EN-10003068-1",2,"EM-14470","DIR-7",7.92,1,0.2,2.772,5
"CU-2022-141754","OFF-LA-10004093-1",1,"RB-14200","DIR-1",11.696,2,0.2,3.9474,2
"BR-2022-154144","OFF-PA-10004071-1",1,"LA-17785","DIR-5",55.48,1,0,26.6304,3
"MX-2022-158918","OFF-PA-10004947-1",1,"VM-10855","DIR-5",17.12,4,0,7.704,2
"MX-2022-120712","OFF-ST-10000107-1",1,"HH-12130","DIR-3",88.8,4,0.2,-2.22000000000001,2
"BR-2022-123218","TEC-AC-10000736-1",2,"MR-16345","DIR-4",255.968,4,0.2,51.1936,3
"GT-2022-137071","TEC-AC-10004353-1",1,"CL-13885","DIR-4",100.8,2,0.2,21.42,4
"BR-2022-123218","TEC-PH-10001061-1",3,"MR-16345","DIR-4",159.984,2,0.2,11.9988,2
"BR-2022-154284","FUR-FU-10003039-1",1,"RA-20035","DIR-10",51.756,3,0.6,-33.6414,3
"DO-2022-126214","FUR-TA-10003748-1",1,"JH-15880","DIR-1",1618.37,13,0,356.0414,4
"BR-2022-127019","OFF-AP-10003971-1",1,"YA-13855","DIR-2",60.984,7,0.2,4.5738,4
"BR-2022-154284","OFF-AR-10001468-1",2,"RA-20035","DIR-10",59.904,2,0.2,14.2272,4
"MX-2022-161795","OFF-AR-10001919-1",1,"DT-10075","DIR-6",3.008,2,0.2,0.3384,5
"PE-2022-112375","OFF-EN-10003798-1",1,"LC-19720","DIR-9",27.312,2,0.2,9.2178,5
"DO-2022-126214","TEC-AC-10003198-1",2,"JH-15880","DIR-1",99.6,1,0,36.852,3
"BR-2022-154284","TEC-AC-10003198-1",3,"RA-20035","DIR-10",637.44,8,0.2,135.456,2
"PE-2022-112375","TEC-AC-10003237-1",2,"LC-19720","DIR-9",50.88,6,0.2,14.628,3
"BR-2022-154284","TEC-MA-10004241-1",4,"RA-20035","DIR-10",600.53,2,0.3,137.264,1
"VE-2022-165414","TEC-PH-10002293-1",1,"VZ-17245","DIR-6",47.976,3,0.2,4.7976,1
"HN-2022-157287","FUR-CH-10001270-1",1,"HR-14830","DIR-3",422.625,7,0.3,0,2
"BR-2022-153612","OFF-AR-10000203-1",1,"TO-11305","DIR-4",17.12,4,0,4.9648,3
"HN-2022-157287","OFF-ST-10001172-1",2,"HR-14830","DIR-3",33.568,2,0.2,1.6784,4
"UY-2022-117828","OFF-AP-10001563-1",1,"UR-11500","DIR-6",194.32,4,0,56.3528,3
"BR-2022-103471","FUR-BO-10002613-1",1,"EB-15670","DIR-1",590.058,7,0.7,-786.744,4
"MX-2022-135538","FUR-CH-10004287-1",1,"HR-14830","DIR-5",883.84,4,0.2,99.4319999999999,2
"MX-2022-169397","FUR-FU-10000087-1",1,"HO-15925","DIR-3",72.704,4,0.2,19.0848,3
"CO-2022-120103","FUR-FU-10002885-1",1,"DJ-17365","DIR-9",7.712,2,0.2,1.7352,3
"SV-2022-128587","FUR-FU-10003026-1",1,"GT-14860","DIR-2",9.68,2,0,3.7752,2
"MX-2022-169397","OFF-AR-10001958-1",2,"HO-15925","DIR-3",27.168,2,0.2,2.7168,2
"BR-2022-103471","OFF-AR-10003405-1",2,"EB-15670","DIR-1",14.04,3,0.2,1.5795,3
"MX-2022-158456","OFF-BI-10001097-1",1,"PA-16465","DIR-3",19.936,4,0.2,7.2268,1
"MX-2022-169397","OFF-BI-10002852-1",3,"HO-15925","DIR-3",19.776,4,0.7,-13.8432,3
"MX-2022-169397","OFF-FA-10000585-1",4,"HO-15925","DIR-3",5.584,2,0.2,1.8148,2
"MX-2022-158456","OFF-FA-10004854-1",2,"PA-16465","DIR-3",45.92,4,0,21.5824,1
"CU-2022-124653","OFF-LA-10002271-1",1,"DS-13120","DIR-1",21.56,7,0,10.3488,2
"CU-2022-124653","OFF-PA-10000176-1",2,"DS-13120","DIR-1",132.79,7,0,63.7392,3
"CO-2022-120103","OFF-PA-10001295-1",2,"DJ-17365","DIR-9",106.232,7,0.2,37.1812,4
"CU-2022-124653","OFF-PA-10002365-1",3,"DS-13120","DIR-1",12.96,2,0,6.2208,3
"MX-2022-169397","OFF-PA-10004000-1",5,"HO-15925","DIR-3",22.704,6,0.2,8.2302,3
"SV-2022-128587","TEC-CO-10003763-1",2,"GT-14860","DIR-2",4899.93,7,0,2302.9671,4
"MX-2022-169397","TEC-MA-10001148-2",6,"HO-15925","DIR-3",479.988,4,0.7,-383.9904,2
"CO-2022-120103","TEC-PH-10002170-1",3,"DJ-17365","DIR-9",111.984,2,0.2,11.1984,2
"NI-2022-113152","FUR-BO-10002613-1",1,"FM-15625","DIR-3",449.568,2,0.2,56.196,4
"AR-2022-153717","FUR-BO-10004360-1",1,"JM-13495","DIR-5",160.98,1,0,20.9274,3
"CU-2022-136749","FUR-FU-10000747-1",1,"DA-16900","DIR-1",275.88,6,0,46.8996,3
"HN-2022-147739","FUR-FU-10001468-1",1,"OB-16150","DIR-3",547.136,4,0.2,-68.3920000000001,2
"NI-2022-143980","OFF-AP-10003779-1",1,"SP-15640","DIR-5",414.96,2,0,124.488,5
"AR-2022-153717","OFF-AR-10002375-1",2,"JM-13495","DIR-5",3.28,1,0,0.9512,3
"CU-2022-136749","OFF-BI-10004492-1",2,"DA-16900","DIR-1",157.9,5,0,74.213,1
"CU-2022-144288","OFF-LA-10003190-1",1,"EC-17305","DIR-1",9.216,4,0.2,3.3408,3
"SV-2022-111780","OFF-PA-10001307-1",1,"FA-19285","DIR-2",12.6,3,0,6.174,1
"MX-2022-144890","OFF-PA-10001526-1",1,"JS-20320","DIR-2",9.96,2,0,4.8804,2
"SV-2022-111780","OFF-PA-10001667-1",2,"FA-19285","DIR-2",17.94,3,0,8.073,1
"AR-2022-153717","OFF-PA-10002160-1",3,"JM-13495","DIR-5",17.34,3,0,8.4966,3
"CU-2022-144288","OFF-PA-10002787-1",2,"EC-17305","DIR-1",10.368,2,0.2,3.6288,1
"NI-2022-113152","TEC-AC-10002049-2",2,"FM-15625","DIR-3",843.9,2,0,371.316,4
"SV-2022-111780","TEC-CO-10004202-1",3,"FA-19285","DIR-2",1199.96,5,0.2,224.9925,3
"AR-2022-153717","TEC-PH-10002923-1",4,"JM-13495","DIR-5",73.98,2,0,19.9746,4
"GT-2022-119550","FUR-CH-10002044-1",1,"MM-19705","DIR-2",275.058,3,0.3,-90.3762,5
"BR-2022-111073","FUR-TA-10004086-1",1,"CV-18100","DIR-7",51.588,1,0.4,-15.4764,4
"MX-2022-158792","OFF-FA-10002815-1",1,"TA-11605","DIR-4",22.2,5,0,10.434,1
"NI-2022-124933","OFF-PA-10003302-1",1,"MG-13135","DIR-1",212.64,6,0,99.9408,5
"MX-2022-158792","OFF-FA-10002815-1",2,"TA-11605","DIR-6",22.2,5,0,10.434,1
"GT-2022-117415","FUR-BO-10002545-1",1,"JS-20710","DIR-1",532.3992,3,0.32,-46.9764,3
"PA-2022-103870","FUR-BO-10002853-1",1,"DB-20860","DIR-3",131.104,2,0.2,8.194,5
"GT-2022-117415","FUR-CH-10004218-1",2,"JS-20710","DIR-1",212.058,3,0.3,-15.147,5
"PA-2022-103870","FUR-FU-10002030-1",2,"DB-20860","DIR-3",53.352,3,0.2,16.0056,4
"BR-2022-101889","FUR-TA-10004154-1",1,"DS-13120","DIR-7",1548.99,9,0.4,-464.697,4
"MX-2022-148376","OFF-AP-10000240-1",1,"IL-10900","DIR-3",106.96,2,0,31.0184,2
"GT-2022-165085","OFF-AP-10002518-1",1,"AQ-11485","DIR-1",355.96,2,0,103.2284,3
"CU-2022-134782","OFF-EN-10001434-1",1,"GC-17350","DIR-2",105.42,2,0,51.6558,3
"GT-2022-117415","OFF-EN-10002986-1",3,"JS-20710","DIR-1",113.328,9,0.2,35.415,5
"BR-2022-101889","OFF-EN-10003286-1",2,"DS-13120","DIR-7",19.872,3,0.2,6.7068,2
"MX-2022-148376","OFF-LA-10002381-1",2,"IL-10900","DIR-3",21.56,7,0,10.3488,1
"GT-2022-165085","OFF-PA-10000605-1",2,"AQ-11485","DIR-1",28.9,5,0,14.161,5
"BR-2022-151589","OFF-PA-10003228-1",1,"GL-19450","DIR-4",195.64,4,0,91.9508,2
"SV-2022-130113","OFF-ST-10000046-1",1,"SS-10030","DIR-1",323.1,2,0,61.389,2
"PA-2022-103870","OFF-ST-10002562-1",3,"DB-20860","DIR-3",22.512,3,0.2,2.2512,4
"BR-2022-163783","OFF-ST-10002957-1",1,"NL-12940","DIR-7",12.672,3,0.2,-3.168,2
"PA-2022-103870","TEC-AC-10002370-1",4,"DB-20860","DIR-3",4.728,3,0.2,0.7092,5
"BR-2022-155145","TEC-AC-10003709-1",1,"JD-16450","DIR-5",7.92,8,0,3.4848,3
"PA-2022-103870","TEC-AC-10004227-1",5,"DB-20860","DIR-3",72.744,7,0.2,-12.7302,4
"GT-2022-117415","TEC-PH-10000486-1",4,"JS-20710","DIR-1",371.168,4,0.2,41.7564,4
"SV-2022-130113","TEC-PH-10003505-1",2,"SS-10030","DIR-1",668.16,9,0.2,75.1679999999999,4
"BR-2022-151589","TEC-PH-10004345-1",2,"GL-19450","DIR-4",239.9,2,0,71.97,3
"BR-2022-148859","OFF-ST-10004950-2",1,"CA-14350","DIR-4",24.816,2,0.2,1.551,1
"HN-2022-119697","TEC-AC-10003657-1",1,"HG-13960","DIR-3",54.384,2,0.2,1.3596,3
"NI-2022-130855","OFF-SU-10003936-1",1,"ES-19840","DIR-2",6.36,2,0,0.0636000000000001,4
"MX-2022-135580","OFF-EN-10003296-1",1,"AP-12565","DIR-4",271.44,3,0,122.148,2
"MX-2022-135580","OFF-PA-10000595-1",2,"AP-12565","DIR-4",68.52,3,0,31.5192,3
"MX-2022-135580","OFF-ST-10000798-1",3,"AP-12565","DIR-4",74.94,3,0,14.2386,2
"MX-2022-135580","TEC-MA-10004002-1",4,"AP-12565","DIR-4",2548.56,6,0.2,286.713,1
"MX-2022-135580","TEC-PH-10004345-1",5,"AP-12565","DIR-4",287.88,3,0.2,35.985,1
"BR-2022-156377","FUR-FU-10002364-1",1,"GB-21625","DIR-6",14.76,5,0.6,-11.439,4
"HN-2022-109470","OFF-BI-10000977-1",1,"KV-16255","DIR-2",364.8,12,0,167.808,3
"HN-2022-109470","OFF-BI-10001072-1",2,"KV-16255","DIR-2",60.64,4,0,27.8944,4
"BR-2022-156377","OFF-BI-10002954-1",2,"GB-21625","DIR-6",3.656,4,0.8,-5.8496,4
"HN-2022-109470","OFF-BI-10003707-1",3,"KV-16255","DIR-2",76.3,5,0,38.15,4
"AR-2022-139780","OFF-BI-10004139-1",1,"IR-10690","DIR-10",116.4,8,0,52.38,3
"HN-2022-109470","OFF-BI-10004492-1",4,"KV-16255","DIR-2",94.74,3,0,44.5278,5
"CL-2022-109197","OFF-BI-10004632-2",1,"FC-15280","DIR-5",487.984,2,0.2,152.495,1
"MX-2022-120901","OFF-FA-10001561-1",1,"LB-11035","DIR-4",3.488,2,0.2,0.5668,1
"MX-2022-120901","OFF-ST-10000025-1",2,"LB-11035","DIR-4",152.688,2,0.2,-26.7204,1
"MX-2022-120901","OFF-SU-10001225-1",3,"LB-11035","DIR-4",5.888,2,0.2,-1.3248,1
"BR-2023-160304","FUR-BO-10004709-1",1,"HR-11575","DIR-3",173.94,3,0,38.2668,1
"BR-2023-160304","TEC-PH-10000455-1",2,"HR-11575","DIR-3",231.98,2,0,67.2742,2
"BR-2023-105207","FUR-TA-10000617-1",1,"VA-11350","DIR-5",1592.85,7,0,350.427,2
"BR-2023-105207","OFF-BI-10004364-1",2,"VA-11350","DIR-5",11.88,2,0,5.346,4
"MX-2023-125206","OFF-ST-10003692-1",1,"RZ-16915","DIR-3",114.46,2,0,28.615,1
"MX-2023-116365","TEC-AC-10002217-1",1,"CG-12310","DIR-2",30.08,2,0.2,-5.264,1
"MX-2023-116365","TEC-AC-10002942-1",2,"CG-12310","DIR-2",165.6,3,0.2,-6.21000000000002,1
"MX-2023-116365","TEC-PH-10002890-1",3,"CG-12310","DIR-2",180.96,5,0.2,13.572,2
"HN-2023-158211","OFF-AR-10004078-1",1,"IL-11185","DIR-4",4.672,1,0.2,0.584,1
