"id_del_cliente","id_dir_cliente","ciudad","estado_provincia","pais_region","region"
"GM-13075","DIR-4","Cancún","Quintana Roo","México","Norte"
"GM-13075","DIR-5","Itajaí","Santa Catarina","Brasil","Sur"
"GM-13075","DIR-6","Santana de Parnaíba","Sao Paulo","Brasil","Sur"
"GM-14455","DIR-1","Mixco","Guatemala","Guatemala","Centro"
"GM-14455","DIR-2","Saltillo","Coahuila","México","Norte"
"GM-14455","DIR-3","León","Guanajuato","México","Norte"
"GM-14455","DIR-4","Tlaquepaque","Jalisco","México","Norte"
"GM-14455","DIR-5","Ciudad Valles","San Luis Potosí","México","Norte"
"GM-14455","DIR-6","Sao Paulo","Sao Paulo","Brasil","Sur"
"GO-10420","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"GO-10420","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"GO-10420","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"GO-12610","DIR-1","Las Tunas","Las Tunas","Cuba","Caribe"
"GO-12610","DIR-2","Ilopango","San Salvador","El Salvador","Centro"
"GO-12610","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"GO-12610","DIR-4","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"GO-12610","DIR-5","León","Guanajuato","México","Norte"
"GO-12610","DIR-6","Morelia","Michoacán","México","Norte"
"GO-12610","DIR-7","Chillán","Bío-Bío","Chile","Sur"
"GO-18055","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"GO-18055","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"GO-18055","DIR-3","Managua","Managua","Nicaragua","Centro"
"GO-18055","DIR-4","Iguala de la Independencia","Guerrero","México","Norte"
"GO-18055","DIR-5","Linares","Nuevo León","México","Norte"
"GO-18055","DIR-6","Sao Paulo","Sao Paulo","Brasil","Sur"
"GT-14860","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"GT-14860","DIR-10","Barranquilla","Atlántico","Colombia","Sur"
"GT-14860","DIR-2","Apopa","San Salvador","El Salvador","Centro"
"GT-14860","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"GT-14860","DIR-4","Managua","Managua","Nicaragua","Centro"
"GT-14860","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"GT-14860","DIR-6","Monterrey","Nuevo León","México","Norte"
"GT-14860","DIR-7","Reynosa","Tamaulipas","México","Norte"
"GT-14860","DIR-8","Altotonga","Veracruz","México","Norte"
"GT-14860","DIR-9","Joao Pessoa","Paraíba","Brasil","Sur"
"GT-21055","DIR-1","San Juan del Río","Querétaro","México","Norte"
"GT-21055","DIR-2","Tampico","Tamaulipas","México","Norte"
"GT-21055","DIR-3","Sucre","Chuquisaca","Bolivia","Sur"
"GT-21055","DIR-4","Maceió","Alagoas","Brasil","Sur"
"GT-21055","DIR-5","Itaúna","Minas Gerais","Brasil","Sur"
"GV-11020","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"GV-11020","DIR-2","Villa Canales","Guatemala","Guatemala","Centro"
"GV-11020","DIR-3","Managua","Managua","Nicaragua","Centro"
"GV-11020","DIR-4","David","Chiriquí","Panamá","Centro"
"GV-11020","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"GV-11020","DIR-6","Puebla","Puebla","México","Norte"
"GV-11020","DIR-7","Paraná","Entre Ríos","Argentina","Sur"
"GV-11020","DIR-8","Jacareí","Sao Paulo","Brasil","Sur"
"GV-12385","DIR-1","Mejicanos","San Salvador","El Salvador","Centro"
"GV-12385","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"GV-12385","DIR-3","Sao Paulo","Sao Paulo","Brasil","Sur"
"GV-12385","DIR-4","Ilo","Moquegua","Perú","Sur"
"GV-16270","DIR-1","Carrefour","Ouest","Haití","Caribe"
"GV-16270","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"GV-16270","DIR-3","Managua","Managua","Nicaragua","Centro"
"GV-16270","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"GV-16270","DIR-5","Morelia","Michoacán","México","Norte"
"GZ-15265","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"GZ-15265","DIR-2","Managua","Managua","Nicaragua","Centro"
"GZ-15265","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"GZ-15265","DIR-4","La Paz","La Paz","Bolivia","Sur"
"GZ-15265","DIR-5","Sao Paulo","Sao Paulo","Brasil","Sur"
"HA-14065","DIR-1","Managua","Managua","Nicaragua","Centro"
"HA-14065","DIR-2","Camaragibe","Pernambuco","Brasil","Sur"
"HA-14065","DIR-3","Maracaibo","Zulia","Venezuela","Sur"
"HA-14950","DIR-1","Mixco","Guatemala","Guatemala","Centro"
"HA-14950","DIR-2","Managua","Managua","Nicaragua","Centro"
"HA-14950","DIR-3","León","Guanajuato","México","Norte"
"HA-14950","DIR-4","Salvador","Bahía","Brasil","Sur"
"HA-19165","DIR-1","Bridgetown","San Miguel","Barbados","Caribe"
"HA-19165","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"HA-19165","DIR-3","Managua","Managua","Nicaragua","Centro"
"HA-19165","DIR-4","Anápolis","Goiás","Brasil","Sur"
"HA-19165","DIR-5","Taubaté","Sao Paulo","Brasil","Sur"
"HA-19165","DIR-6","Piedecuesta","Santander","Colombia","Sur"
"HB-19510","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"HB-19510","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"HB-19510","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"HB-19510","DIR-4","Bahía Blanca","Provincia de Buenos Aires","Argentina","Sur"
"HB-19510","DIR-5","Francisco Beltrao","Paraná","Brasil","Sur"
"HB-19510","DIR-6","Bogotá","Bogotá","Colombia","Sur"
"HC-11890","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"HC-11890","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"HC-11890","DIR-3","Poza Rica de Hidalgo","Veracruz","México","Norte"
"HC-11890","DIR-4","Sao Paulo","Sao Paulo","Brasil","Sur"
"HC-14245","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"HC-14245","DIR-2","Ciudad de México","Distrito Federal","México","Norte"
"HC-14245","DIR-3","Gómez Palacio","Durango","México","Norte"
"HC-14245","DIR-4","Tulancingo","Hidalgo","México","Norte"
"HC-14245","DIR-5","Ponte Nova","Minas Gerais","Brasil","Sur"
"HC-14245","DIR-6","Sao Bernardo do Campo","Sao Paulo","Brasil","Sur"
"HC-14245","DIR-7","Quito","Pichincha","Ecuador","Sur"
"HC-15160","DIR-1","Cuscatancingo","San Salvador","El Salvador","Centro"
"HC-15160","DIR-2","Mejicanos","San Salvador","El Salvador","Centro"
"HC-15160","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"HC-15160","DIR-4","Managua","Managua","Nicaragua","Centro"
"HC-15160","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"HC-15160","DIR-6","Silao","Guanajuato","México","Norte"
"HC-15160","DIR-7","Novo Gama","Goiás","Brasil","Sur"
"HC-15160","DIR-8","Sapucaia do Sul","Río Grande del Sur","Brasil","Sur"
"HC-15160","DIR-9","Lima","Lima (city)","Perú","Sur"
"HC-16360","DIR-1","Mixco","Guatemala","Guatemala","Centro"
"HC-16360","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"HC-16360","DIR-3","Tlalnepantla","México","México","Norte"
"HC-16360","DIR-4","Sao Paulo","Sao Paulo","Brasil","Sur"
"HC-16360","DIR-5","Santiago","Santiago","Chile","Sur"
"HC-16360","DIR-6","Floridablanca","Santander","Colombia","Sur"
"HC-17950","DIR-1","Monterrey","Nuevo León","México","Norte"
"HC-17950","DIR-2","Maracaibo","Zulia","Venezuela","Sur"
"HC-18205","DIR-1","Puebla","Puebla","México","Norte"
"HC-18325","DIR-1","Bridgetown","San Miguel","Barbados","Caribe"
"HC-18325","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"HC-18325","DIR-3","Soyapango","San Salvador","El Salvador","Centro"
"HC-18325","DIR-4","Managua","Managua","Nicaragua","Centro"
"HC-18325","DIR-5","Valinhos","Sao Paulo","Brasil","Sur"
"HD-14380","DIR-1","Holguín","Holguín","Cuba","Caribe"
"HD-14380","DIR-10","Maracaibo","Zulia","Venezuela","Sur"
"HD-14380","DIR-2","Managua","Managua","Nicaragua","Centro"
"HD-14380","DIR-3","Mexicali","Baja California","México","Norte"
"HD-14380","DIR-4","Torreón","Coahuila","México","Norte"
"HD-14380","DIR-5","Iguala de la Independencia","Guerrero","México","Norte"
"HD-14380","DIR-6","Santa Catarina","Nuevo León","México","Norte"
"HD-14380","DIR-7","Buenos Aires","Ciudad Autónoma de Buenos Aires","Argentina","Sur"
"HD-14380","DIR-8","Goiânia","Goiás","Brasil","Sur"
"HD-14380","DIR-9","Los Patios","Norte de Santander","Colombia","Sur"
"HE-11155","DIR-1","Camagüey","Camagüey","Cuba","Caribe"
"HE-11155","DIR-2","Concepción de La Vega","La Vega","República Dominicana","Caribe"
"HE-11155","DIR-3","San Salvador","San Salvador","El Salvador","Centro"
"HE-11155","DIR-4","Managua","Managua","Nicaragua","Centro"
"HE-11155","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"HE-11155","DIR-6","San José de Guanipa","Anzoátegui","Venezuela","Sur"
"HE-20875","DIR-1","Holguín","Holguín","Cuba","Caribe"
"HE-20875","DIR-2","Monterrey","Nuevo León","México","Norte"
"HE-20875","DIR-3","Fortaleza","Ceará","Brasil","Sur"
"HE-20875","DIR-4","Iquique","Tarapacá","Chile","Sur"
"HE-20875","DIR-5","San Antonio","Valparaíso","Chile","Sur"
"HE-21760","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"HE-21760","DIR-2","Managua","Managua","Nicaragua","Centro"
"HE-21760","DIR-3","León","Guanajuato","México","Norte"
"HE-21760","DIR-4","Atlixco","Puebla","México","Norte"
"HE-21760","DIR-5","Culiacán","Sinaloa","México","Norte"
"HE-21760","DIR-6","Macapá","Amapá","Brasil","Sur"
"HE-21760","DIR-7","Grajaú","Maranhao","Brasil","Sur"
"HF-15910","DIR-1","Mejicanos","San Salvador","El Salvador","Centro"
"HF-15910","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"HF-15910","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"HF-15910","DIR-4","Los Mochis","Sinaloa","México","Norte"
"HF-15910","DIR-5","Sobral","Ceará","Brasil","Sur"
"HF-15910","DIR-6","Teresópolis","Río de Janeiro","Brasil","Sur"
"HF-15910","DIR-7","Sao Paulo","Sao Paulo","Brasil","Sur"
"HG-13960","DIR-1","Santa Cruz de Barahona","Barahona","República Dominicana","Caribe"
"HG-13960","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"HG-13960","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"HG-13960","DIR-4","Toluca","México","México","Norte"
"HG-13960","DIR-5","Guarujá","Sao Paulo","Brasil","Sur"
"HH-12130","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"HH-12130","DIR-2","Ciudad de México","Distrito Federal","México","Norte"
"HH-12130","DIR-3","Tlaquepaque","Jalisco","México","Norte"
"HH-12130","DIR-4","Los Ángeles","Bío-Bío","Chile","Sur"
"HL-18835","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"HL-18835","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"HL-18835","DIR-3","Managua","Managua","Nicaragua","Centro"
"HL-18835","DIR-4","La Chorrera","Panamá","Panamá","Centro"
"HL-18835","DIR-5","Morelia","Michoacán","México","Norte"
"HL-18835","DIR-6","General Escobedo","Nuevo León","México","Norte"
"HL-18835","DIR-7","Monterrey","Nuevo León","México","Norte"
"HL-18835","DIR-8","Cancún","Quintana Roo","México","Norte"
"HM-18910","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"HM-18910","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"HM-20110","DIR-1","San José de las Lajas","Mayabeque","Cuba","Caribe"
"HM-20110","DIR-10","Araraquara","Sao Paulo","Brasil","Sur"
"HM-20110","DIR-11","Santiago","Santiago","Chile","Sur"
"HM-20110","DIR-2","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"HM-20110","DIR-3","La Romana","La Romana","República Dominicana","Caribe"
"HM-20110","DIR-4","Ilopango","San Salvador","El Salvador","Centro"
"HM-20110","DIR-5","Managua","Managua","Nicaragua","Centro"
"HM-20110","DIR-6","Monterrey","Nuevo León","México","Norte"
"HM-20110","DIR-7","Cholula","Puebla","México","Norte"
"HM-20110","DIR-8","Barbacena","Minas Gerais","Brasil","Sur"
"HM-20110","DIR-9","Pelotas","Río Grande del Sur","Brasil","Sur"
"HN-11245","DIR-1","Holguín","Holguín","Cuba","Caribe"
"HN-11245","DIR-2","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"HN-11245","DIR-3","Criciúma","Santa Catarina","Brasil","Sur"
"HN-11245","DIR-4","Rancagua","Libertador General Bernardo O'Higgins","Chile","Sur"
"HN-11245","DIR-5","Guacara","Carabobo","Venezuela","Sur"
"HO-12460","DIR-1","Camagüey","Camagüey","Cuba","Caribe"
"HO-12460","DIR-2","Managua","Managua","Nicaragua","Centro"
"HO-12540","DIR-1","Guanajuato","Guanajuato","México","Norte"
"HO-14410","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"HO-14410","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"HO-14410","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"HO-14410","DIR-4","Córdoba","Córdoba","Argentina","Sur"
"HO-14410","DIR-5","Contagem","Minas Gerais","Brasil","Sur"
"HO-14410","DIR-6","Santa Rosa","Río Grande del Sur","Brasil","Sur"
"HO-14410","DIR-7","Santo André","Sao Paulo","Brasil","Sur"
"HO-14410","DIR-8","Sao Paulo","Sao Paulo","Brasil","Sur"
"HO-14410","DIR-9","Montenegro","Quindío","Colombia","Sur"
"HO-15925","DIR-1","Ciudad de México","Distrito Federal","México","Norte"
"HO-15925","DIR-2","Tlaquepaque","Jalisco","México","Norte"
"HO-15925","DIR-3","Ixtapaluca","México","México","Norte"
"HO-17500","DIR-1","Managua","Managua","Nicaragua","Centro"
"HO-17500","DIR-2","Umuarama","Paraná","Brasil","Sur"
"HO-17500","DIR-3","Sao Paulo","Sao Paulo","Brasil","Sur"
"HO-17500","DIR-4","Lo Prado","Santiago","Chile","Sur"
"HP-15250","DIR-1","Spanish Town","Santa Caterina","Jamaica","Caribe"
"HP-15250","DIR-2","Managua","Managua","Nicaragua","Centro"
"HP-15250","DIR-3","San Miguelito","Panamá","Panamá","Centro"
"HP-15250","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"HP-15250","DIR-5","Toluca","México","México","Norte"
"HP-15250","DIR-6","Reynosa","Tamaulipas","México","Norte"
"HP-15355","DIR-1","Cienfuegos","Cienfuegos","Cuba","Caribe"
"HP-15355","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"HP-15355","DIR-3","Tlaquepaque","Jalisco","México","Norte"
"HP-15355","DIR-4","Toluca","México","México","Norte"
"HP-15355","DIR-5","San Luis Potosí","San Luis Potosí","México","Norte"
"HP-15355","DIR-6","Recife","Pernambuco","Brasil","Sur"
"HP-15385","DIR-1","Manzanillo","Colima","México","Norte"
"HQ-21475","DIR-1","Camagüey","Camagüey","Cuba","Caribe"
"HQ-21475","DIR-2","Palma Soriano","Santiago de Cuba","Cuba","Caribe"
"HQ-21475","DIR-3","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"HQ-21475","DIR-4","Iguala de la Independencia","Guerrero","México","Norte"
"HQ-21475","DIR-5","Tulancingo","Hidalgo","México","Norte"
"HQ-21475","DIR-6","Cosmópolis","Sao Paulo","Brasil","Sur"
"HQ-21475","DIR-7","Antofagasta","Antofagasta","Chile","Sur"
"HQ-21475","DIR-8","Osorno","Los Lagos","Chile","Sur"
"HQ-21475","DIR-9","Los Patios","Norte de Santander","Colombia","Sur"
"HR-11575","DIR-1","Managua","Managua","Nicaragua","Centro"
"HR-11575","DIR-2","Ciudad de México","Distrito Federal","México","Norte"
"HR-11575","DIR-3","Quixadá","Ceará","Brasil","Sur"
"HR-11575","DIR-4","Catalao","Goiás","Brasil","Sur"
"HR-11575","DIR-5","Sao Paulo","Sao Paulo","Brasil","Sur"
"HR-14830","DIR-1","Holguín","Holguín","Cuba","Caribe"
"HR-14830","DIR-2","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"HR-14830","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"HR-14830","DIR-4","Managua","Managua","Nicaragua","Centro"
"HR-14830","DIR-5","Ciudad Victoria","Tamaulipas","México","Norte"
"HR-14830","DIR-6","Santa Marta","Magdalena","Colombia","Sur"
"HS-12175","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"HS-12175","DIR-2","Milpa Alta","Distrito Federal","México","Norte"
"HS-12175","DIR-3","Macapá","Amapá","Brasil","Sur"
"HS-12175","DIR-4","Barreiras","Bahía","Brasil","Sur"
"HS-12175","DIR-5","Crato","Ceará","Brasil","Sur"
"HS-17830","DIR-1","Cienfuegos","Cienfuegos","Cuba","Caribe"
"HS-17830","DIR-2","Ciudad de México","Distrito Federal","México","Norte"
"HS-17830","DIR-3","Toluca","México","México","Norte"
"HS-17830","DIR-4","Barra Mansa","Río de Janeiro","Brasil","Sur"
"HT-11935","DIR-1","Spanish Town","Santa Caterina","Jamaica","Caribe"
"HT-11935","DIR-2","Villahermosa","Tabasco","México","Norte"
"HT-15115","DIR-1","San Miguelito","Panamá","Panamá","Centro"
"HT-15115","DIR-2","Guayaquil","Guayas","Ecuador","Sur"
"HT-15115","DIR-3","Maracaibo","Zulia","Venezuela","Sur"
"HU-19810","DIR-1","Cienfuegos","Cienfuegos","Cuba","Caribe"
"HU-19810","DIR-2","Spanish Town","Santa Caterina","Jamaica","Caribe"
"HU-19810","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"HU-19810","DIR-4","Managua","Managua","Nicaragua","Centro"
"HU-19810","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"HU-19810","DIR-6","Cancún","Quintana Roo","México","Norte"
"HU-19810","DIR-7","Rosario","Santa Fe","Argentina","Sur"
"HU-19810","DIR-8","Sao Paulo","Sao Paulo","Brasil","Sur"
"HV-11950","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"HV-11950","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"HV-11950","DIR-3","Managua","Managua","Nicaragua","Centro"
"HV-11950","DIR-4","Mexicali","Baja California","México","Norte"
"HV-11950","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"HV-11950","DIR-6","Umuarama","Paraná","Brasil","Sur"
"HV-11950","DIR-7","Recife","Pernambuco","Brasil","Sur"
"HV-11950","DIR-8","Sao Paulo","Sao Paulo","Brasil","Sur"
"HV-21385","DIR-1","Moca","Espaillat","República Dominicana","Caribe"
"HV-21385","DIR-2","Managua","Managua","Nicaragua","Centro"
"HV-21385","DIR-3","Sao Paulo","Sao Paulo","Brasil","Sur"
"IA-18490","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"IA-18490","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"IA-18490","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"IA-18490","DIR-4","Erechim","Río Grande del Sur","Brasil","Sur"
"IA-18490","DIR-5","Osasco","Sao Paulo","Brasil","Sur"
"IA-20935","DIR-1","San Juan de la Maguana","San Juan","República Dominicana","Caribe"
"IA-20935","DIR-2","Managua","Managua","Nicaragua","Centro"
"IA-20935","DIR-3","León","Guanajuato","México","Norte"
"IA-20935","DIR-4","Monterrey","Nuevo León","México","Norte"
"IA-20935","DIR-5","Maceió","Alagoas","Brasil","Sur"
"IA-20935","DIR-6","Gaspar","Santa Catarina","Brasil","Sur"
"IA-20935","DIR-7","Indaial","Santa Catarina","Brasil","Sur"
"IA-20935","DIR-8","Rancagua","Libertador General Bernardo O'Higgins","Chile","Sur"
"IB-16015","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"IB-16015","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"IB-16015","DIR-3","Managua","Managua","Nicaragua","Centro"
"IB-16015","DIR-4","Atlixco","Puebla","México","Norte"
"IB-16015","DIR-5","Sao Paulo","Sao Paulo","Brasil","Sur"
"IB-16810","DIR-1","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe"
"IB-16810","DIR-2","Morelia","Michoacán","México","Norte"
"IB-16810","DIR-3","Acayucan","Veracruz","México","Norte"
"IB-16810","DIR-4","Sao Paulo","Sao Paulo","Brasil","Sur"
"IB-16810","DIR-5","Santiago","Santiago","Chile","Sur"
"IB-17035","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"IB-17035","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"IB-17035","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"IB-17035","DIR-4","Jequié","Bahía","Brasil","Sur"
"IB-17035","DIR-5","Lima","Lima (city)","Perú","Sur"
"IC-11380","DIR-1","Ilopango","San Salvador","El Salvador","Centro"
"IC-11380","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"IC-11380","DIR-3","Managua","Managua","Nicaragua","Centro"
"IC-11380","DIR-4","Francisco Morato","Sao Paulo","Brasil","Sur"
"IC-11380","DIR-5","Manizales","Caldas","Colombia","Sur"
"IC-14305","DIR-1","Camagüey","Camagüey","Cuba","Caribe"
"IC-14305","DIR-10","Sao Paulo","Sao Paulo","Brasil","Sur"
"IC-14305","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"IC-14305","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"IC-14305","DIR-4","Managua","Managua","Nicaragua","Centro"
"IC-14305","DIR-5","Durango","Durango","México","Norte"
"IC-14305","DIR-6","Gómez Palacio","Durango","México","Norte"
"IC-14305","DIR-7","Monterrey","Nuevo León","México","Norte"
"IC-14305","DIR-8","Córdoba","Córdoba","Argentina","Sur"
"IC-14305","DIR-9","Cochabamba","Cochabamba","Bolivia","Sur"
"IC-16180","DIR-1","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"IC-16180","DIR-2","Managua","Managua","Nicaragua","Centro"
"IC-16180","DIR-3","Sao Luís","Maranhao","Brasil","Sur"
"IC-16180","DIR-4","Caxias do Sul","Río Grande del Sur","Brasil","Sur"
"IC-18310","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"IC-18310","DIR-2","Ciudad de México","Distrito Federal","México","Norte"
"IC-18310","DIR-3","Franca","Sao Paulo","Brasil","Sur"
"IC-19135","DIR-1","Ciudad Juárez","Chihuahua","México","Norte"
"IC-19135","DIR-2","Celaya","Guanajuato","México","Norte"
"IC-19135","DIR-3","Puebla","Puebla","México","Norte"
"IC-19135","DIR-4","Buenos Aires","Ciudad Autónoma de Buenos Aires","Argentina","Sur"
"IC-20365","DIR-1","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe"
"IC-20365","DIR-2","Cuscatancingo","San Salvador","El Salvador","Centro"
"IC-20365","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"IC-20365","DIR-4","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"IC-20365","DIR-5","Managua","Managua","Nicaragua","Centro"
"IC-20365","DIR-6","Ciudad de México","Distrito Federal","México","Norte"
"IC-20365","DIR-7","León","Guanajuato","México","Norte"
"IC-20365","DIR-8","Cabo de Santo Agostinho","Pernambuco","Brasil","Sur"
"IC-20365","DIR-9","Floridablanca","Santander","Colombia","Sur"
"ID-19315","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"ID-19315","DIR-2","Villa Canales","Guatemala","Guatemala","Centro"
"IE-10675","DIR-1","Camagüey","Camagüey","Cuba","Caribe"
"IE-10675","DIR-2","San Francisco de Macorís","Duarte","República Dominicana","Caribe"
"IE-10675","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"IE-10675","DIR-4","Tijuana","Baja California","México","Norte"
"IE-10675","DIR-5","Santa Cruz do Sul","Río Grande del Sur","Brasil","Sur"
"IE-10675","DIR-6","Bucaramanga","Santander","Colombia","Sur"
"IE-10675","DIR-7","Maracaibo","Zulia","Venezuela","Sur"
"IG-11530","DIR-1","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe"
"IG-11530","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"IG-11530","DIR-3","Managua","Managua","Nicaragua","Centro"
"IG-11530","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"IG-17425","DIR-1","Ciego de Ávila","Ciego de Ávila","Cuba","Caribe"
"IG-17425","DIR-2","Santa Cruz de Barahona","Barahona","República Dominicana","Caribe"
"IG-17425","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"IG-17425","DIR-4","Managua","Managua","Nicaragua","Centro"
"IG-17425","DIR-5","Sao Paulo","Sao Paulo","Brasil","Sur"
"IL-10900","DIR-1","Soyapango","San Salvador","El Salvador","Centro"
"IL-10900","DIR-10","Montevideo","Montevideo","Uruguay","Sur"
"IL-10900","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"IL-10900","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"IL-10900","DIR-4","Monterrey","Nuevo León","México","Norte"
"IL-10900","DIR-5","Villahermosa","Tabasco","México","Norte"
"IL-10900","DIR-6","Americana","Sao Paulo","Brasil","Sur"
"IL-10900","DIR-7","Guarulhos","Sao Paulo","Brasil","Sur"
"IL-10900","DIR-8","Sao Paulo","Sao Paulo","Brasil","Sur"
"IL-10900","DIR-9","Cuenca","Azuay","Ecuador","Sur"
"IL-10915","DIR-1","Camagüey","Camagüey","Cuba","Caribe"
"IL-10915","DIR-2","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"IL-10915","DIR-3","Ilopango","San Salvador","El Salvador","Centro"
"IL-10915","DIR-4","San Pedro Sula","Cortés","Honduras","Centro"
"IL-10915","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"IL-10915","DIR-6","Rio Grande","Río Grande del Sur","Brasil","Sur"
"IL-10915","DIR-7","Itapeva","Sao Paulo","Brasil","Sur"
"IL-10915","DIR-8","Antofagasta","Antofagasta","Chile","Sur"
"IL-11185","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"IL-11185","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"IL-11185","DIR-3","Santa Ana","Santa Ana","El Salvador","Centro"
"IL-11185","DIR-4","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"IL-11185","DIR-5","Monterrey","Nuevo León","México","Norte"
"IL-11185","DIR-6","Esquina","Corrientes","Argentina","Sur"
"IL-11185","DIR-7","Sao Paulo","Sao Paulo","Brasil","Sur"
"IL-11185","DIR-8","Cuenca","Azuay","Ecuador","Sur"
"IL-12085","DIR-1","Apopa","San Salvador","El Salvador","Centro"
"IL-12085","DIR-2","Managua","Managua","Nicaragua","Centro"
"IL-12085","DIR-3","Ciudad Delicias","Chihuahua","México","Norte"
"IL-12085","DIR-4","Tulancingo","Hidalgo","México","Norte"
"IL-12085","DIR-5","Villahermosa","Tabasco","México","Norte"
"IL-12085","DIR-6","Santarém","Pará","Brasil","Sur"
"IL-12085","DIR-7","Barretos","Sao Paulo","Brasil","Sur"
"IL-12085","DIR-8","Guarujá","Sao Paulo","Brasil","Sur"
"IL-12895","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
