"id_del_pedido","fecha_del_pedido","fecha_de_envio","metodo_de_envio","id_del_cliente"
"GT-2023-140634",2023-10-03,2023-10-06,"Rápido","TC-15040"
"GT-2023-140746",2023-01-15,2023-01-15,"Mismo día","OM-19825"
"GT-2023-143406",2023-09-26,2023-09-30,"Estándar","IB-17035"
"GT-2023-143924",2023-07-28,2023-08-03,"Estándar","SC-20680"
"GT-2023-144540",2023-09-05,2023-09-10,"Estándar","HO-14410"
"GT-2023-144547",2023-11-10,2023-11-14,"Estándar","AU-17770"
"GT-2023-144645",2023-02-02,2023-02-08,"Estándar","MC-18640"
"GT-2023-145240",2023-09-06,2023-09-08,"Urgente","CM-11740"
"GT-2023-146206",2023-09-10,2023-09-14,"Rápido","DL-16480"
"GT-2023-148334",2023-08-22,2023-08-26,"Estándar","ED-13570"
"GT-2023-148698",2023-05-02,2023-05-07,"Estándar","CV-11770"
"GT-2023-149195",2023-09-05,2023-09-07,"Rápido","AR-13525"
"GT-2023-149790",2023-09-26,2023-10-01,"Estándar","BH-20380"
"GT-2023-152765",2023-06-15,2023-06-18,"Urgente","VZ-17245"
"GT-2023-152835",2023-05-19,2023-05-23,"Estándar","DT-19855"
"GT-2023-155586",2023-12-12,2023-12-16,"Rápido","AH-21865"
"GT-2023-156097",2023-09-19,2023-09-19,"Mismo día","AC-14125"
"GT-2023-157336",2023-12-01,2023-12-05,"Rápido","TG-20500"
"GT-2023-158925",2023-10-24,2023-10-28,"Estándar","YA-15460"
"GT-2023-159695",2023-04-05,2023-04-10,"Rápido","GM-14455"
"GT-2023-159940",2023-07-07,2023-07-11,"Rápido","GV-11020"
"GT-2023-160241",2023-11-29,2023-12-04,"Rápido","NL-12940"
"GT-2023-163048",2023-02-08,2023-02-15,"Estándar","AY-17440"
"GT-2023-163153",2023-03-21,2023-03-25,"Estándar","BR-12955"
"GT-2023-164770",2023-12-02,2023-12-04,"Rápido","EA-18295"
"GT-2023-166240",2023-06-24,2023-06-28,"Estándar","GM-13075"
"GT-2023-168081",2023-04-24,2023-04-27,"Rápido","EP-12055"
"GT-2023-169971",2023-09-04,2023-09-09,"Estándar","NV-15100"
"GT-2024-101945",2024-11-24,2024-11-28,"Estándar","FO-14710"
"GT-2024-102288",2024-06-19,2024-06-23,"Estándar","FG-21910"
"GT-2024-103415",2024-12-03,2024-12-08,"Estándar","AR-17485"
"GT-2024-103478",2024-07-21,2024-07-24,"Rápido","OL-16555"
"GT-2024-104108",2024-12-02,2024-12-09,"Estándar","DT-19855"
"GT-2024-104927",2024-12-22,2024-12-26,"Estándar","BA-10330"
"GT-2024-105669",2024-09-17,2024-09-22,"Rápido","MF-20125"
"GT-2024-106691",2024-11-06,2024-11-12,"Estándar","EC-12370"
"GT-2024-106782",2024-12-21,2024-12-27,"Estándar","MA-17095"
"GT-2024-107727",2024-10-19,2024-10-23,"Rápido","JC-17560"
"GT-2024-107958",2024-07-02,2024-07-05,"Urgente","VS-10120"
"GT-2024-108294",2024-12-10,2024-12-10,"Mismo día","RC-16975"
"GT-2024-111262",2024-10-28,2024-11-01,"Rápido","LC-16510"
"GT-2024-111717",2024-10-10,2024-10-16,"Estándar","VO-20245"
"GT-2024-112473",2024-05-25,2024-06-01,"Estándar","OM-15505"
"GT-2024-112613",2024-05-28,2024-06-01,"Estándar","HF-15910"
"GT-2024-113460",2024-11-07,2024-11-09,"Rápido","KN-16390"
"GT-2024-117247",2024-10-09,2024-10-14,"Estándar","SP-12760"
"GT-2024-117324",2024-12-08,2024-12-13,"Estándar","LP-15520"
"GT-2024-118038",2024-12-09,2024-12-11,"Urgente","PA-16600"
"GT-2024-118773",2024-02-09,2024-02-14,"Estándar","EM-21415"
"GT-2024-119816",2024-03-04,2024-03-06,"Rápido","MS-21460"
"GT-2024-120019",2024-02-16,2024-02-21,"Estándar","SC-18355"
"GT-2024-121503",2024-07-03,2024-07-06,"Rápido","CC-14275"
"GT-2024-121790",2024-01-30,2024-02-06,"Estándar","MA-17095"
"GT-2024-122763",2024-03-20,2024-03-20,"Mismo día","QM-14845"
"GT-2024-123659",2024-02-10,2024-02-13,"Urgente","LC-17935"
"GT-2024-124926",2024-11-13,2024-11-18,"Rápido","AJ-17320"
"GT-2024-126354",2024-02-03,2024-02-08,"Estándar","BH-20380"
"GT-2024-126396",2024-09-08,2024-09-12,"Rápido","FO-10345"
"GT-2024-126550",2024-03-29,2024-04-02,"Rápido","LC-19720"
"GT-2024-127460",2024-07-10,2024-07-14,"Estándar","BT-14260"
"GT-2024-128426",2024-10-07,2024-10-11,"Estándar","IV-15730"
"GT-2024-130043",2024-09-15,2024-09-19,"Estándar","JR-11545"
"GT-2024-131254",2024-11-19,2024-11-21,"Urgente","NL-18415"
"GT-2024-131807",2024-10-05,2024-10-10,"Estándar","NC-14650"
"GT-2024-133102",2024-08-17,2024-08-24,"Estándar","CL-13885"
"GT-2024-133200",2024-05-06,2024-05-11,"Estándar","AA-13555"
"GT-2024-135692",2024-04-27,2024-05-01,"Estándar","OG-12805"
"GT-2024-136672",2024-03-07,2024-03-12,"Estándar","AP-17890"
"GT-2024-139675",2024-03-13,2024-03-18,"Rápido","DS-18595"
"GT-2024-140802",2024-04-21,2024-04-23,"Urgente","KN-16390"
"GT-2024-140872",2024-06-03,2024-06-10,"Estándar","GC-18550"
"GT-2024-141677",2024-03-26,2024-03-30,"Estándar","JB-14890"
"GT-2024-141698",2024-04-15,2024-04-21,"Estándar","SD-20485"
"GT-2024-141782",2024-01-21,2024-01-25,"Estándar","FG-11410"
"GT-2024-142174",2024-03-04,2024-03-09,"Estándar","AM-13000"
"GT-2024-142489",2024-11-14,2024-11-16,"Rápido","AV-21295"
"GT-2024-142867",2024-03-17,2024-03-21,"Estándar","AG-19180"
"GT-2024-143245",2024-12-01,2024-12-06,"Estándar","LS-10180"
"GT-2024-143294",2024-06-02,2024-06-08,"Estándar","NP-15790"
"GT-2024-144036",2024-11-22,2024-11-26,"Estándar","IC-14305"
"GT-2024-144491",2024-03-27,2024-04-01,"Estándar","AR-12010"
"GT-2024-144568",2024-05-29,2024-06-02,"Estándar","VP-15550"
"GT-2024-145128",2024-07-09,2024-07-14,"Estándar","JS-20320"
"GT-2024-145863",2024-04-21,2024-04-27,"Estándar","CS-19390"
"GT-2024-146185",2024-09-15,2024-09-19,"Estándar","MA-12145"
"GT-2024-147221",2024-12-02,2024-12-04,"Rápido","DS-16030"
"GT-2024-150266",2024-11-25,2024-11-30,"Estándar","VL-19780"
"GT-2024-151190",2024-06-27,2024-07-01,"Estándar","FO-14710"
"GT-2024-152366",2024-04-21,2024-04-25,"Rápido","TG-20500"
"GT-2024-152695",2024-12-10,2024-12-10,"Mismo día","OP-12220"
"GT-2024-152926",2024-10-02,2024-10-04,"Rápido","AM-20695"
"GT-2024-153843",2024-03-13,2024-03-15,"Urgente","BH-20380"
"GT-2024-154676",2024-08-05,2024-08-08,"Urgente","TR-18565"
"GT-2024-156356",2024-04-16,2024-04-22,"Estándar","AR-18370"
"GT-2024-157420",2024-11-21,2024-11-21,"Mismo día","HA-14950"
"GT-2024-158218",2024-05-12,2024-05-15,"Rápido","GO-10420"
"GT-2024-159149",2024-02-17,2024-02-19,"Urgente","ML-12820"
"GT-2024-159457",2024-10-19,2024-10-26,"Estándar","MA-19480"
"GT-2024-160045",2024-04-26,2024-04-27,"Urgente","AO-16735"
"GT-2024-160836",2024-09-11,2024-09-16,"Estándar","GF-12475"
"GT-2024-160885",2024-12-02,2024-12-06,"Estándar","KA-16090"
"GT-2024-161774",2024-05-14,2024-05-15,"Urgente","FO-14710"
"GT-2024-162075",2024-03-18,2024-03-24,"Estándar","FT-21220"
"GT-2024-162474",2024-03-13,2024-03-16,"Urgente","CC-14275"
"GT-2024-162565",2024-12-11,2024-12-11,"Mismo día","ID-19315"
"GT-2024-163818",2024-10-04,2024-10-08,"Estándar","CM-18970"
"GT-2024-164042",2024-05-23,2024-05-27,"Estándar","QG-16645"
"GT-2024-164098",2024-01-26,2024-01-27,"Urgente","SP-12520"
"GT-2024-164819",2024-10-15,2024-10-19,"Rápido","AM-19420"
"GT-2024-168739",2024-05-29,2024-06-05,"Estándar","HA-14950"
"GT-2024-169285",2024-03-21,2024-03-25,"Estándar","AM-19690"
"HN-2021-101427",2021-12-26,2021-12-30,"Estándar","BP-10555"
"HN-2021-102869",2021-09-09,2021-09-14,"Rápido","AC-17140"
"HN-2021-105767",2021-05-23,2021-05-27,"Estándar","FB-10510"
"HN-2021-110611",2021-10-06,2021-10-13,"Estándar","IB-16015"
"HN-2021-111157",2021-03-02,2021-03-06,"Estándar","JO-18610"
"HN-2021-112403",2021-03-31,2021-03-31,"Mismo día","FC-15280"
"HN-2021-112564",2021-04-23,2021-04-24,"Urgente","LL-21160"
"HN-2021-114181",2021-05-10,2021-05-14,"Rápido","VB-10885"
"HN-2021-114251",2021-11-05,2021-11-10,"Estándar","GC-17350"
"HN-2021-115189",2021-12-30,2022-01-03,"Rápido","FO-10345"
"HN-2021-115791",2021-01-16,2021-01-18,"Rápido","AV-13315"
"HN-2021-116666",2021-05-08,2021-05-10,"Urgente","DL-16480"
"HN-2021-117429",2021-10-07,2021-10-13,"Estándar","AT-17545"
"HN-2021-117478",2021-09-21,2021-09-24,"Urgente","CM-16750"
"HN-2021-117639",2021-05-21,2021-05-25,"Estándar","FP-18235"
"HN-2021-118486",2021-04-06,2021-04-08,"Urgente","SD-20485"
"HN-2021-122217",2021-11-24,2021-11-29,"Estándar","AA-14815"
"HN-2021-122336",2021-04-13,2021-04-17,"Rápido","PL-15895"
"HN-2021-122882",2021-09-07,2021-09-13,"Estándar","SB-20290"
"HN-2021-122931",2021-09-29,2021-10-03,"Estándar","CO-20950"
"HN-2021-125542",2021-12-05,2021-12-07,"Urgente","LM-18655"
"HN-2021-126032",2021-06-23,2021-06-28,"Estándar","JG-11665"
"HN-2021-126571",2021-10-11,2021-10-15,"Estándar","JR-15565"
"HN-2021-127859",2021-03-17,2021-03-20,"Rápido","AP-19255"
"HN-2021-128062",2021-11-19,2021-11-22,"Rápido","LS-10180"
"HN-2021-129819",2021-12-13,2021-12-15,"Rápido","CC-16675"
"HN-2021-129938",2021-12-15,2021-12-17,"Rápido","RM-13705"
"HN-2021-130155",2021-05-19,2021-05-22,"Urgente","VC-20995"
"HN-2021-132962",2021-09-13,2021-09-16,"Urgente","VA-15535"
"HN-2021-136280",2021-11-29,2021-12-06,"Estándar","JG-12640"
"HN-2021-136336",2021-04-21,2021-04-26,"Estándar","AA-13555"
"HN-2021-138072",2021-12-30,2022-01-03,"Estándar","IR-14725"
"HN-2021-138128",2021-12-09,2021-12-15,"Estándar","LV-14320"
"HN-2021-138317",2021-06-21,2021-06-25,"Estándar","RN-18400"
"HN-2021-138450",2021-10-18,2021-10-22,"Estándar","PC-13765"
"HN-2021-138758",2021-07-07,2021-07-11,"Estándar","MN-15835"
"HN-2021-138835",2021-09-10,2021-09-14,"Estándar","FL-13450"
"HN-2021-139542",2021-10-25,2021-10-29,"Estándar","DB-14185"
"HN-2021-139598",2021-12-26,2021-12-31,"Estándar","MT-17695"
"HN-2021-140858",2021-06-28,2021-07-02,"Estándar","MC-12775"
"HN-2021-141817",2021-01-05,2021-01-12,"Estándar","AT-18085"
"HN-2021-142048",2021-06-22,2021-06-25,"Urgente","IR-15745"
"HN-2021-142839",2021-08-16,2021-08-20,"Estándar","DA-21610"
"HN-2021-144974",2021-09-26,2021-09-30,"Estándar","CO-12715"
"HN-2021-149034",2021-11-19,2021-11-21,"Urgente","MT-19900"
"HN-2021-149055",2021-11-23,2021-11-28,"Estándar","GC-19210"
"HN-2021-149524",2021-01-14,2021-01-15,"Urgente","VC-11590"
"HN-2021-149594",2021-09-15,2021-09-19,"Estándar","PL-18250"
"HN-2021-158638",2021-09-17,2021-09-21,"Estándar","CD-10765"
"HN-2021-158771",2021-05-09,2021-05-09,"Mismo día","SB-20290"
"HN-2021-159681",2021-12-07,2021-12-13,"Estándar","PE-18850"
"HN-2021-159835",2021-11-17,2021-11-24,"Estándar","TM-19330"
"HN-2021-159926",2021-11-18,2021-11-22,"Estándar","HV-11950"
"HN-2021-160276",2021-04-02,2021-04-08,"Estándar","IR-10690"
"HN-2021-162684",2021-08-01,2021-08-06,"Estándar","CA-10630"
"HN-2021-163419",2021-11-11,2021-11-14,"Rápido","AS-21580"
"HN-2021-164182",2021-07-14,2021-07-18,"Estándar","AE-20530"
"HN-2021-164210",2021-11-18,2021-11-20,"Rápido","CG-19240"
"HN-2021-164259",2021-12-28,2021-12-30,"Urgente","DB-20860"
"HN-2021-164385",2021-09-26,2021-10-01,"Rápido","AA-18580"
"HN-2021-167199",2021-01-06,2021-01-10,"Estándar","AJ-17320"
"HN-2021-168823",2021-09-21,2021-09-24,"Urgente","JC-17560"
"HN-2022-100545",2022-11-22,2022-11-26,"Estándar","TF-15070"
"HN-2022-100734",2022-09-15,2022-09-20,"Estándar","KA-10615"
"HN-2022-101091",2022-12-05,2022-12-09,"Rápido","VO-20245"
"HN-2022-101126",2022-02-10,2022-02-14,"Rápido","LM-18655"
"HN-2022-102806",2022-05-21,2022-05-28,"Estándar","CD-14965"
"HN-2022-102876",2022-09-07,2022-09-14,"Estándar","IB-17035"
"HN-2022-105221",2022-11-01,2022-11-03,"Urgente","PR-21685"
"HN-2022-106215",2022-04-16,2022-04-21,"Estándar","RV-11470"
"HN-2022-107468",2022-12-18,2022-12-22,"Estándar","LV-17905"
"HN-2022-109001",2022-03-05,2022-03-09,"Estándar","KN-16390"
"HN-2022-109470",2022-12-31,2023-01-03,"Rápido","KV-16255"
"HN-2022-110093",2022-12-03,2022-12-08,"Estándar","GC-10255"
"HN-2022-110247",2022-12-04,2022-12-08,"Estándar","RM-19555"
"HN-2022-110891",2022-11-20,2022-11-24,"Estándar","BS-19195"
"HN-2022-111864",2022-06-19,2022-06-19,"Mismo día","SM-18955"
"HN-2022-112130",2022-05-03,2022-05-07,"Estándar","LB-20785"
"HN-2022-113523",2022-09-04,2022-09-08,"Estándar","DV-20440"
"HN-2022-115343",2022-09-22,2022-09-25,"Urgente","IC-14305"
"HN-2022-115399",2022-12-19,2022-12-22,"Urgente","IL-10900"
"HN-2022-119480",2022-01-09,2022-01-13,"Estándar","IS-12685"
"HN-2022-119697",2022-12-28,2022-12-31,"Rápido","HG-13960"
"HN-2022-119879",2022-11-21,2022-11-25,"Estándar","BL-20410"
"HN-2022-119942",2022-04-05,2022-04-07,"Urgente","NL-21070"
"HN-2022-120341",2022-09-26,2022-09-29,"Rápido","DC-20200"
"HN-2022-120439",2022-06-14,2022-06-18,"Estándar","LS-10180"
"HN-2022-122210",2022-11-30,2022-12-04,"Estándar","MR-21850"
"HN-2022-122756",2022-12-03,2022-12-07,"Estándar","DC-13225"
"HN-2022-122910",2022-05-12,2022-05-16,"Estándar","AB-16765"
"HN-2022-126753",2022-08-16,2022-08-20,"Estándar","DB-20860"
"HN-2022-127110",2022-06-25,2022-07-01,"Estándar","EA-12070"
"HN-2022-127453",2022-12-19,2022-12-20,"Urgente","SG-15370"
"HN-2022-130554",2022-04-07,2022-04-09,"Urgente","DC-14290"
"HN-2022-132318",2022-10-30,2022-11-02,"Urgente","FT-21220"
"HN-2022-133494",2022-03-01,2022-03-05,"Estándar","CS-19390"
"HN-2022-134859",2022-10-04,2022-10-09,"Estándar","LM-16120"
"HN-2022-134894",2022-12-07,2022-12-11,"Estándar","RM-12985"
"HN-2022-134922",2022-11-07,2022-11-11,"Estándar","GA-16240"
"HN-2022-135314",2022-07-09,2022-07-14,"Rápido","LB-17575"
"HN-2022-135363",2022-03-28,2022-04-02,"Estándar","GA-12205"
"HN-2022-138303",2022-09-03,2022-09-07,"Estándar","GB-18145"
"HN-2022-138331",2022-08-07,2022-08-12,"Estándar","FM-15625"
"HN-2022-138492",2022-05-15,2022-05-22,"Estándar","AV-14335"
"HN-2022-139850",2022-06-12,2022-06-17,"Estándar","FJ-14575"
"HN-2022-140830",2022-11-30,2022-12-02,"Rápido","CM-18970"
"HN-2022-142237",2022-07-11,2022-07-13,"Urgente","JB-12595"
"HN-2022-143700",2022-07-26,2022-07-26,"Mismo día","LV-10240"
"HN-2022-144043",2022-05-10,2022-05-15,"Estándar","MM-10165"
"HN-2022-147690",2022-11-10,2022-11-14,"Estándar","EM-20020"
"HN-2022-147739",2022-12-25,2022-12-29,"Estándar","OB-16150"
"HN-2022-150161",2022-07-25,2022-07-29,"Estándar","SO-19795"
"HN-2022-150630",2022-09-17,2022-09-21,"Estándar","EO-21520"
"HN-2022-151043",2022-11-14,2022-11-20,"Estándar","MG-17680"
"HN-2022-153500",2022-07-03,2022-07-05,"Urgente","BR-13300"
"HN-2022-154389",2022-11-27,2022-12-03,"Estándar","AC-14125"
"HN-2022-157287",2022-12-22,2022-12-23,"Urgente","HR-14830"
"HN-2022-157343",2022-06-07,2022-06-11,"Estándar","MA-14785"
"HN-2022-157434",2022-04-29,2022-05-04,"Rápido","SP-15640"
"HN-2022-158351",2022-06-20,2022-06-24,"Rápido","AG-11125"
"HN-2022-158554",2022-11-09,2022-11-09,"Mismo día","CM-12190"
"HN-2022-160787",2022-09-25,2022-09-25,"Mismo día","TO-11785"
"HN-2022-161347",2022-09-13,2022-09-19,"Estándar","QM-14845"
"HN-2022-161466",2022-09-24,2022-09-27,"Rápido","LE-18715"
"HN-2022-162537",2022-10-28,2022-11-03,"Estándar","CR-19585"
"HN-2022-164238",2022-08-16,2022-08-20,"Estándar","PE-15955"
"HN-2022-164336",2022-07-05,2022-07-10,"Estándar","GG-18220"
"HN-2022-167010",2022-04-05,2022-04-10,"Estándar","LG-21700"
"HN-2022-167269",2022-06-16,2022-06-20,"Estándar","BS-19150"
"HN-2022-167374",2022-03-26,2022-03-30,"Rápido","MA-14500"
"HN-2022-169656",2022-08-13,2022-08-16,"Urgente","OG-13720"
"HN-2023-100720",2023-07-16,2023-07-21,"Estándar","GA-12205"
"HN-2023-101196",2023-05-12,2023-05-17,"Estándar","CC-14215"
"HN-2023-102561",2023-07-18,2023-07-22,"Estándar","IA-18490"
"HN-2023-104983",2023-07-03,2023-07-03,"Mismo día","CC-14215"
"HN-2023-105284",2023-11-24,2023-12-01,"Estándar","LB-17650"
"HN-2023-105662",2023-05-05,2023-05-09,"Estándar","VV-19465"
"HN-2023-106677",2023-11-05,2023-11-10,"Estándar","AV-10285"
"HN-2023-107475",2023-06-07,2023-06-11,"Estándar","EO-19870"
"HN-2023-108105",2023-02-16,2023-02-23,"Estándar","SG-14605"
"HN-2023-109176",2023-05-09,2023-05-15,"Estándar","AB-16075"
"HN-2023-109260",2023-09-26,2023-10-01,"Estándar","TN-21040"
"HN-2023-109911",2023-05-12,2023-05-16,"Estándar","CV-21805"
"HN-2023-110366",2023-09-05,2023-09-07,"Rápido","PL-15895"
"HN-2023-111976",2023-03-08,2023-03-12,"Estándar","LM-11620"
"HN-2023-113509",2023-03-15,2023-03-19,"Estándar","LP-18925"
"HN-2023-114013",2023-03-13,2023-03-15,"Rápido","LV-20770"
"HN-2023-114405",2023-04-07,2023-04-12,"Estándar","LV-10240"
"HN-2023-114867",2023-12-23,2023-12-28,"Estándar","DC-14290"
"HN-2023-116344",2023-07-29,2023-08-02,"Estándar","LG-15145"
"HN-2023-118570",2023-11-13,2023-11-17,"Estándar","SO-12430"
"HN-2023-118626",2023-08-15,2023-08-20,"Estándar","VM-15775"
"HN-2023-119165",2023-10-31,2023-11-06,"Estándar","CS-11320"
"HN-2023-120180",2023-07-14,2023-07-16,"Urgente","NV-21130"
"HN-2023-120250",2023-09-19,2023-09-22,"Urgente","NL-10720"
"HN-2023-120257",2023-09-22,2023-09-28,"Estándar","CG-19240"
"HN-2023-120796",2023-04-03,2023-04-07,"Estándar","HV-11950"
"HN-2023-121223",2023-09-11,2023-09-13,"Rápido","DV-14590"
"HN-2023-121370",2023-11-14,2023-11-19,"Rápido","GB-14110"
"HN-2023-121993",2023-06-10,2023-06-12,"Urgente","ED-16000"
"HN-2023-122182",2023-03-10,2023-03-14,"Estándar","CV-11770"
"HN-2023-122511",2023-03-11,2023-03-11,"Mismo día","AQ-11485"
"HN-2023-126893",2023-11-26,2023-12-01,"Estándar","AR-11995"
"HN-2023-127243",2023-11-28,2023-12-04,"Estándar","FM-13180"
"HN-2023-128293",2023-06-02,2023-06-05,"Urgente","KV-16255"
"HN-2023-128909",2023-10-09,2023-10-11,"Rápido","AM-20545"
"HN-2023-129308",2023-07-07,2023-07-13,"Estándar","CA-12100"
"HN-2023-131744",2023-06-18,2023-06-20,"Rápido","LV-20770"
"HN-2023-132094",2023-08-26,2023-09-02,"Estándar","CV-21805"
"HN-2023-132409",2023-05-26,2023-06-01,"Estándar","BP-21235"
"HN-2023-132990",2023-08-01,2023-08-03,"Rápido","DC-16660"
"HN-2023-133816",2023-05-10,2023-05-13,"Rápido","BC-12400"
"HN-2023-134180",2023-11-03,2023-11-07,"Estándar","EA-16135"
"HN-2023-134362",2023-09-29,2023-10-02,"Urgente","LS-16945"
"HN-2023-134908",2023-06-05,2023-06-09,"Estándar","EC-15940"
"HN-2023-138583",2023-05-24,2023-05-28,"Estándar","LG-13390"
"HN-2023-138695",2023-05-28,2023-06-03,"Estándar","CC-16675"
"HN-2023-140081",2023-06-20,2023-06-24,"Estándar","EV-12040"
"HN-2023-141544",2023-08-30,2023-09-01,"Urgente","PE-18850"
"HN-2023-143714",2023-05-23,2023-05-27,"Estándar","EC-12370"
"HN-2023-144400",2023-02-23,2023-02-27,"Estándar","GO-10420"
"HN-2023-144477",2023-08-12,2023-08-14,"Rápido","AB-13270"
"HN-2023-146066",2023-08-21,2023-08-23,"Rápido","VV-19465"
"HN-2023-146521",2023-07-21,2023-07-23,"Rápido","GO-12610"
"HN-2023-147368",2023-06-09,2023-06-12,"Urgente","AV-21295"
"HN-2023-149370",2023-09-15,2023-09-19,"Estándar","FV-13210"
"HN-2023-150147",2023-04-25,2023-04-29,"Rápido","CA-15850"
"HN-2023-151148",2023-09-12,2023-09-13,"Mismo día","AG-19180"
"HN-2023-151827",2023-03-31,2023-04-02,"Rápido","HV-11950"
"HN-2023-151974",2023-09-22,2023-09-29,"Estándar","TS-19660"
"HN-2023-152156",2023-11-08,2023-11-11,"Rápido","SP-12520"
"HN-2023-152247",2023-11-07,2023-11-12,"Estándar","BL-17995"
"HN-2023-154536",2023-09-05,2023-09-09,"Estándar","AD-15340"
"HN-2023-155173",2023-03-06,2023-03-10,"Estándar","AP-16045"
"HN-2023-155481",2023-09-01,2023-09-05,"Estándar","DC-13225"
"HN-2023-155747",2023-06-14,2023-06-21,"Estándar","EH-15685"
"HN-2023-157280",2023-11-05,2023-11-07,"Urgente","MC-17125"
"HN-2023-158099",2023-09-03,2023-09-05,"Urgente","HM-18910"
"HN-2023-158211",2023-01-04,2023-01-08,"Estándar","IL-11185"
"HN-2023-158288",2023-11-26,2023-11-28,"Rápido","EH-13945"
"HN-2023-158778",2023-09-05,2023-09-09,"Estándar","FV-13210"
"HN-2023-159912",2023-08-29,2023-09-03,"Estándar","MR-14530"
"HN-2023-160129",2023-11-23,2023-11-23,"Mismo día","TT-17200"
"HN-2023-161683",2023-12-03,2023-12-08,"Estándar","AR-12010"
"HN-2023-161907",2023-04-05,2023-04-09,"Estándar","IC-16180"
"HN-2023-163216",2023-10-07,2023-10-10,"Urgente","RR-10930"
"HN-2023-163951",2023-12-30,2024-01-02,"Urgente","CR-11875"
"HN-2023-164924",2023-07-10,2023-07-10,"Mismo día","EA-14035"
"HN-2023-168893",2023-11-03,2023-11-08,"Rápido","IL-10915"
"HN-2024-100160",2024-09-07,2024-09-11,"Estándar","AS-12025"
"HN-2024-100811",2024-11-21,2024-11-24,"Urgente","GF-12475"
"HN-2024-101042",2024-11-19,2024-11-23,"Estándar","KC-10105"
"HN-2024-101518",2024-11-03,2024-11-08,"Estándar","PB-19105"
"HN-2024-103156",2024-11-23,2024-11-24,"Urgente","VC-20995"
"HN-2024-104024",2024-08-29,2024-09-03,"Rápido","DC-17860"
"HN-2024-105445",2024-02-20,2024-02-25,"Rápido","NM-11095"
"HN-2024-105991",2024-05-05,2024-05-06,"Urgente","EG-17020"
"HN-2024-107832",2024-11-23,2024-11-26,"Rápido","CC-14275"
"HN-2024-110149",2024-12-10,2024-12-13,"Urgente","MR-21850"
"HN-2024-110310",2024-10-27,2024-11-02,"Estándar","LM-18655"
"HN-2024-110429",2024-11-03,2024-11-08,"Estándar","AA-13015"
"HN-2024-110576",2024-11-28,2024-12-02,"Estándar","SO-19795"
"HN-2024-110646",2024-10-26,2024-10-31,"Estándar","CG-15190"
"HN-2024-111374",2024-02-24,2024-02-28,"Estándar","CS-12415"
"HN-2024-112865",2024-05-18,2024-05-22,"Estándar","CO-11710"
"HN-2024-112984",2024-09-16,2024-09-18,"Rápido","DB-14185"
"HN-2024-113453",2024-10-21,2024-10-28,"Estándar","QM-12160"
"HN-2024-114216",2024-09-02,2024-09-06,"Estándar","FC-19300"
"HN-2024-117394",2024-09-04,2024-09-10,"Estándar","FF-17920"
"HN-2024-117646",2024-08-21,2024-08-25,"Estándar","YP-20845"
"HN-2024-117667",2024-12-04,2024-12-09,"Estándar","RS-17980"
"HN-2024-117723",2024-08-15,2024-08-18,"Rápido","JM-13495"
"HN-2024-118087",2024-09-09,2024-09-13,"Estándar","JA-20620"
"HN-2024-118892",2024-08-17,2024-08-22,"Rápido","EM-21415"
"HN-2024-119389",2024-04-17,2024-04-19,"Urgente","CM-11740"
"HN-2024-120908",2024-09-30,2024-10-02,"Urgente","PC-10975"
"HN-2024-121293",2024-07-25,2024-07-28,"Rápido","VM-15775"
"HN-2024-121412",2024-09-23,2024-09-27,"Estándar","CA-11695"
"HN-2024-121909",2024-07-31,2024-08-05,"Estándar","EA-14035"
"HN-2024-122539",2024-12-01,2024-12-05,"Estándar","CG-20305"
"HN-2024-124303",2024-07-06,2024-07-13,"Estándar","TU-14365"
"HN-2024-125199",2024-10-19,2024-10-25,"Estándar","GT-14860"
"HN-2024-125640",2024-07-25,2024-07-29,"Estándar","ED-13570"
"HN-2024-126144",2024-07-31,2024-08-05,"Estándar","PZ-14680"
"HN-2024-127313",2024-12-01,2024-12-04,"Urgente","FA-19285"
"HN-2024-127397",2024-02-24,2024-02-28,"Estándar","KP-14080"
"HN-2024-127782",2024-11-02,2024-11-06,"Estándar","FC-21115"
"HN-2024-129021",2024-08-23,2024-08-26,"Rápido","PE-18850"
"HN-2024-130036",2024-08-27,2024-08-27,"Mismo día","IL-11185"
"HN-2024-130967",2024-03-10,2024-03-16,"Estándar","NQ-13870"
"HN-2024-131156",2024-04-03,2024-04-07,"Estándar","HC-16360"
"HN-2024-131583",2024-06-10,2024-06-10,"Mismo día","HC-11890"
"HN-2024-131961",2024-12-08,2024-12-11,"Urgente","MU-17740"
"HN-2024-132199",2024-05-03,2024-05-08,"Estándar","VA-11350"
"HN-2024-132381",2024-08-22,2024-08-24,"Urgente","OM-13240"
"HN-2024-132927",2024-12-09,2024-12-15,"Estándar","LC-19720"
"HN-2024-132976",2024-10-13,2024-10-17,"Estándar","RC-10495"
"HN-2024-133067",2024-05-04,2024-05-10,"Estándar","EA-18295"
"HN-2024-134173",2024-09-16,2024-09-21,"Estándar","AC-10060"
"HN-2024-134845",2024-04-17,2024-04-23,"Estándar","AB-20425"
"HN-2024-135069",2024-04-10,2024-04-14,"Estándar","CF-11755"
"HN-2024-136364",2024-07-13,2024-07-17,"Rápido","JV-17455"
"HN-2024-136448",2024-09-16,2024-09-18,"Urgente","UV-10090"
"HN-2024-137785",2024-05-13,2024-05-17,"Estándar","FB-18115"
"HN-2024-139416",2024-03-27,2024-03-29,"Rápido","AE-10270"
